"taxon_name","features","new_names","most_specific_taxa","taxon_annotation","full_taxa"
"OTU_97.5843","OTU975843","OTU_97.5843|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5845","OTU975845","OTU_97.5845|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5849","OTU975849","OTU_97.5849|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.5852","OTU975852","OTU_97.5852|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.5856","OTU975856","OTU_97.5856|g__Granulicatella","g__Granulicatella","anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"
"OTU_97.5859","OTU975859","OTU_97.5859|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.586","OTU97586","OTU_97.586|g__Aquabacterium","g__Aquabacterium",NA,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__NA|g__Aquabacterium"
"OTU_97.5862","OTU975862","OTU_97.5862|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.5864","OTU975864","OTU_97.5864|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5865","OTU975865","OTU_97.5865|g__Cardiobacterium","g__Cardiobacterium","aerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium"
"OTU_97.5866","OTU975866","OTU_97.5866|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5867","OTU975867","OTU_97.5867|f__Clostridiales Family XI. Incertae Sedis","f__Clostridiales Family XI. Incertae Sedis",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XI|g__ Incertae Sedis|s__NA"
"OTU_97.587","OTU97587","OTU_97.587|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5873","OTU975873","OTU_97.5873|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5874","OTU975874","OTU_97.5874|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5875","OTU975875","OTU_97.5875|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.5877","OTU975877","OTU_97.5877|g__Atopobium","g__Atopobium","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium"
"OTU_97.588","OTU97588","OTU_97.588|g__Rhodobacter","g__Rhodobacter",NA,"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter"
"OTU_97.5882","OTU975882","OTU_97.5882|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.5885","OTU975885","OTU_97.5885|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5887","OTU975887","OTU_97.5887|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5889","OTU975889","OTU_97.5889|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.589","OTU97589","OTU_97.589|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5893","OTU975893","OTU_97.5893|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.5894","OTU975894","OTU_97.5894|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.5898","OTU975898","OTU_97.5898|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.59","OTU9759","OTU_97.59|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.590","OTU97590","OTU_97.590|g__Actinobacillus","g__Actinobacillus","aerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus"
"OTU_97.5900","OTU975900","OTU_97.5900|g__Actinobacillus","g__Actinobacillus","aerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus"
"OTU_97.5903","OTU975903","OTU_97.5903|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5904","OTU975904","OTU_97.5904|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5905","OTU975905","OTU_97.5905|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.5907","OTU975907","OTU_97.5907|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.591","OTU97591","OTU_97.591|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.5910","OTU975910","OTU_97.5910|p__Proteobacteria","p__Proteobacteria",NA,"k__Bacteria|p__Proteobacteria|c__NA|o__NA|f__NA|g__NA"
"OTU_97.5913","OTU975913","OTU_97.5913|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.5915","OTU975915","OTU_97.5915|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5916","OTU975916","OTU_97.5916|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5917","OTU975917","OTU_97.5917|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5918","OTU975918","OTU_97.5918|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.592","OTU97592","OTU_97.592|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5920","OTU975920","OTU_97.5920|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.5924","OTU975924","OTU_97.5924|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5925","OTU975925","OTU_97.5925|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5926","OTU975926","OTU_97.5926|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.5927","OTU975927","OTU_97.5927|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.5928","OTU975928","OTU_97.5928|g__Eikenella","g__Eikenella","anaerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella"
"OTU_97.593","OTU97593","OTU_97.593|g__Granulicatella","g__Granulicatella","anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"
"OTU_97.5933","OTU975933","OTU_97.5933|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.5934","OTU975934","OTU_97.5934|g__TG5","g__TG5",NA,"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__TG5"
"OTU_97.5936","OTU975936","OTU_97.5936|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.594","OTU97594","OTU_97.594|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.5942","OTU975942","OTU_97.5942|g__Moryella","g__Moryella",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Moryella"
"OTU_97.5943","OTU975943","OTU_97.5943|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.5950","OTU975950","OTU_97.5950|g__Lautropia","g__Lautropia","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"
"OTU_97.5952","OTU975952","OTU_97.5952|f__Pasteurellaceae","f__Pasteurellaceae",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__NA"
"OTU_97.5953","OTU975953","OTU_97.5953|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5954","OTU975954","OTU_97.5954|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5955","OTU975955","OTU_97.5955|o__Lactobacillales","o__Lactobacillales",NA,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__NA|g__NA"
"OTU_97.5959","OTU975959","OTU_97.5959|g__Campylobacter","g__Campylobacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"
"OTU_97.5961","OTU975961","OTU_97.5961|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.5963","OTU975963","OTU_97.5963|g__Rothia","g__Rothia","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia"
"OTU_97.5969","OTU975969","OTU_97.5969|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5970","OTU975970","OTU_97.5970|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.5971","OTU975971","OTU_97.5971|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.5972","OTU975972","OTU_97.5972|o__Actinomycetales","o__Actinomycetales",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__NA|g__NA"
"OTU_97.5974","OTU975974","OTU_97.5974|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.5976","OTU975976","OTU_97.5976|f__Porphyromonadaceae","f__Porphyromonadaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__NA"
"OTU_97.5977","OTU975977","OTU_97.5977|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.5978","OTU975978","OTU_97.5978|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.598","OTU97598","OTU_97.598|o__Bacteroidales","o__Bacteroidales",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__NA|g__NA"
"OTU_97.5981","OTU975981","OTU_97.5981|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5983","OTU975983","OTU_97.5983|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5986","OTU975986","OTU_97.5986|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5987","OTU975987","OTU_97.5987|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5988","OTU975988","OTU_97.5988|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5989","OTU975989","OTU_97.5989|g__Rothia","g__Rothia","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia"
"OTU_97.599","OTU97599","OTU_97.599|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5991","OTU975991","OTU_97.5991|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5992","OTU975992","OTU_97.5992|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.5993","OTU975993","OTU_97.5993|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.5994","OTU975994","OTU_97.5994|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.5996","OTU975996","OTU_97.5996|g__Selenomonas","g__Selenomonas","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas"
"OTU_97.5997","OTU975997","OTU_97.5997|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5998","OTU975998","OTU_97.5998|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.5999","OTU975999","OTU_97.5999|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.6","OTU976","OTU_97.6|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.60","OTU9760","OTU_97.60|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.6002","OTU976002","OTU_97.6002|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.601","OTU97601","OTU_97.601|o__Bacteroidales","o__Bacteroidales",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__NA|g__NA"
"OTU_97.6016","OTU976016","OTU_97.6016|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.602","OTU97602","OTU_97.602|f__Coriobacteriaceae","f__Coriobacteriaceae",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__NA"
"OTU_97.6020","OTU976020","OTU_97.6020|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.6024","OTU976024","OTU_97.6024|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.6026","OTU976026","OTU_97.6026|f__Flavobacteriaceae","f__Flavobacteriaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__NA"
"OTU_97.6028","OTU976028","OTU_97.6028|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.6029","OTU976029","OTU_97.6029|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.6032","OTU976032","OTU_97.6032|g__Eubacterium","g__Eubacterium",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium"
"OTU_97.6034","OTU976034","OTU_97.6034|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.6036","OTU976036","OTU_97.6036|g__Campylobacter","g__Campylobacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"
"OTU_97.604","OTU97604","OTU_97.604|g__Catonella","g__Catonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella"
"OTU_97.6043","OTU976043","OTU_97.6043|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.6045","OTU976045","OTU_97.6045|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.6052","OTU976052","OTU_97.6052|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.6055","OTU976055","OTU_97.6055|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.6058","OTU976058","OTU_97.6058|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.606","OTU97606","OTU_97.606|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.6063","OTU976063","OTU_97.6063|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.6069","OTU976069","OTU_97.6069|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.6073","OTU976073","OTU_97.6073|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.6076","OTU976076","OTU_97.6076|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.6078","OTU976078","OTU_97.6078|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.6079","OTU976079","OTU_97.6079|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.608","OTU97608","OTU_97.608|g__Actinobacillus","g__Actinobacillus","aerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus"
"OTU_97.6088","OTU976088","OTU_97.6088|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
